,_id,Country,CountryCode,ObservationType,IndicatorCode,IndicatorNameShort,RANK,SCORE,YEAR,RAW
971,{'$oid': '642b15e88c5067f4a89a00a7'},Finland,FIN,IndicatorObservation,ALTNRG,Alternative Energy Generation,6,0.542,2018,32.541
972,{'$oid': '642b15e88c5067f4a89a00a8'},Finland,FIN,IndicatorObservation,AQELEC,Availability and Quality of Electricity,8,0.977,2018,0.9766
973,{'$oid': '642b15e88c5067f4a89a00a9'},Finland,FIN,IndicatorObservation,ARMEXP,Arms Exports,22,0.97,2018,45
974,{'$oid': '642b15e88c5067f4a89a00aa'},Finland,FIN,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,4,0.995,2017,99.9
975,{'$oid': '642b15e88c5067f4a89a00ab'},Finland,FIN,IndicatorObservation,BEEFMK,Beef Market,32,0.742,2018,0.742
976,{'$oid': '642b15e88c5067f4a89a00ac'},Finland,FIN,IndicatorObservation,BIODIV,Biodiversity Protection,19,0.695,2018,69.452
977,{'$oid': '642b15e88c5067f4a89a00ad'},Finland,FIN,IndicatorObservation,CARBON,Carbon Capture,14,0.599,2018,27.969
978,{'$oid': '642b15e88c5067f4a89a00ae'},Finland,FIN,IndicatorObservation,CHILDW,Child Worker Engagement,8,0.857,2018,0.857
979,{'$oid': '642b15e88c5067f4a89a00af'},Finland,FIN,IndicatorObservation,COALPW,Energy from Coal Sources,20,0.7373201523,2018,13.13399238
980,{'$oid': '642b15e88c5067f4a89a00b0'},Finland,FIN,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,7,0.89,2015,0.89
981,{'$oid': '642b15e88c5067f4a89a00b1'},Finland,FIN,IndicatorObservation,CRPTAX,Corporate Tax Rate,30,0.5,2018,20
982,{'$oid': '642b15e88c5067f4a89a00b2'},Finland,FIN,IndicatorObservation,CSTUNT,Child Stunting,40,0.977,2018,1.14
983,{'$oid': '642b15e88c5067f4a89a00b3'},Finland,FIN,IndicatorObservation,CYBSEC,Global Cybersecurity Index,16,0.86,2018,0.86
984,{'$oid': '642b15e88c5067f4a89a00b4'},Finland,FIN,IndicatorObservation,DEFRST,Deforestation,43,0.111,2018,-0.133
985,{'$oid': '642b15e88c5067f4a89a00b5'},Finland,FIN,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,42,0.56,2017,89
986,{'$oid': '642b15e88c5067f4a89a00b6'},Finland,FIN,IndicatorObservation,DRKWAT,Safe Drinking Water,18,0.995,2015,99.45
987,{'$oid': '642b15e88c5067f4a89a00b7'},Finland,FIN,IndicatorObservation,EDEMOC,Electoral Democracy Index,10,0.88,2018,0.88
988,{'$oid': '642b15e88c5067f4a89a00b8'},Finland,FIN,IndicatorObservation,ENRPRI,Primary School Net Enrollment,8,0.953,2016,99.06
989,{'$oid': '642b15e88c5067f4a89a00b9'},Finland,FIN,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,18,0.971,2016,99.14
990,{'$oid': '642b15e88c5067f4a89a00ba'},Finland,FIN,IndicatorObservation,EWASTE,E-Waste Generation,6,0.036,2018,38.5764288
991,{'$oid': '642b15e88c5067f4a89a00bb'},Finland,FIN,IndicatorObservation,FAMPLN,Unment Need for Family Planning,44,0.6,2018,8
992,{'$oid': '642b15e88c5067f4a89a00bc'},Finland,FIN,IndicatorObservation,FATINJ,Fatal Workplace Injuries,39,0.944,2015,1.4
993,{'$oid': '642b15e88c5067f4a89a00bd'},Finland,FIN,IndicatorObservation,FDEPTH,Financial Depth,25,0.412,2018,0.412
994,{'$oid': '642b15e88c5067f4a89a00be'},Finland,FIN,IndicatorObservation,FORAID,Foreign Aid,22,0.232,2018,0.232
995,{'$oid': '642b15e88c5067f4a89a00bf'},Finland,FIN,IndicatorObservation,FSTABL,Financial Stability,33,0.86,2018,1.4
996,{'$oid': '642b15e88c5067f4a89a00c0'},Finland,FIN,IndicatorObservation,GENDEQ,Gender Equality Index,2,0.958,2018,3.83
997,{'$oid': '642b15e88c5067f4a89a00c1'},Finland,FIN,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,42,0.852,2017,27.4
998,{'$oid': '642b15e88c5067f4a89a00c2'},Finland,FIN,IndicatorObservation,GTRANS,Green Transport Index,26,0.586,2016,0.586
999,{'$oid': '642b15e88c5067f4a89a00c3'},Finland,FIN,IndicatorObservation,INCARC,Incarceration Rates,46,0.974,2018,53
1000,{'$oid': '642b15e88c5067f4a89a00c4'},Finland,FIN,IndicatorObservation,INCONV,Adoption of Key UN Conventions,24,0.8,2019,8
1001,{'$oid': '642b15e88c5067f4a89a00c5'},Finland,FIN,IndicatorObservation,INTRNT,Internet Access and Quality,12,0.569,2016/2020,0.569
1002,{'$oid': '642b15e88c5067f4a89a00c6'},Finland,FIN,IndicatorObservation,ISHRAT,Income Share Ratio,14,0.425,2018,0.646
1003,{'$oid': '642b15e88c5067f4a89a00c7'},Finland,FIN,IndicatorObservation,IUCNRL,IUCN Red List Index,1,0.98,2018,0.99
1004,{'$oid': '642b15e88c5067f4a89a00c8'},Finland,FIN,IndicatorObservation,LFPART,Labor Force Participation,19,0.868,2017,86.76
1005,{'$oid': '642b15e88c5067f4a89a00c9'},Finland,FIN,IndicatorObservation,MATERN,Paid Maternity Leave,25,0.377,2018,19.62
1006,{'$oid': '642b15e88c5067f4a89a00ca'},Finland,FIN,IndicatorObservation,MILEXP,Military Expenditure,23,0.85,2018,1.5
1007,{'$oid': '642b15e88c5067f4a89a00cb'},Finland,FIN,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,15,0.245,2018,566
1008,{'$oid': '642b15e88c5067f4a89a00cc'},Finland,FIN,IndicatorObservation,MURDER,Intentional Homicide Rate,20,0.929,2016,1.42
1009,{'$oid': '642b15e88c5067f4a89a00cd'},Finland,FIN,IndicatorObservation,NITROG,Sustainable Nitrogen Management,18,0.5,2018,49.97
1010,{'$oid': '642b15e88c5067f4a89a00ce'},Finland,FIN,IndicatorObservation,NRGINT,Energy Intensity,10,0.642,2018,5.37
1011,{'$oid': '642b15e88c5067f4a89a00cf'},Finland,FIN,IndicatorObservation,PHYSPC,"Physicians per 10,000",26,0.457,2010-2017,32
1012,{'$oid': '642b15e88c5067f4a89a00d0'},Finland,FIN,IndicatorObservation,PUBACC,Public Access to Financial Sector,2,0.998,2017,99.79
1013,{'$oid': '642b15e88c5067f4a89a00d1'},Finland,FIN,IndicatorObservation,PUBSRV,Quality of Public Services & Government,6,0.87,2018,1.85
1014,{'$oid': '642b15e88c5067f4a89a00d2'},Finland,FIN,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,30,0.852,2018,13.6
1015,{'$oid': '642b15e88c5067f4a89a00d3'},Finland,FIN,IndicatorObservation,RDFUND,Research and Development,5,0.915,2018,0.915
1016,{'$oid': '642b15e88c5067f4a89a00d4'},Finland,FIN,IndicatorObservation,RECYCL,Recycling Rate,13,0.402,2018,28.12
1017,{'$oid': '642b15e88c5067f4a89a00d5'},Finland,FIN,IndicatorObservation,RULELW,Rule of Law Index,7,0.992,2018,0.992
1018,{'$oid': '642b15e88c5067f4a89a00d6'},Finland,FIN,IndicatorObservation,SANSRV,Basic Sanitation Services,25,0.969,2015,96.85
1019,{'$oid': '642b15e88c5067f4a89a00d7'},Finland,FIN,IndicatorObservation,SECAPP,Security Apparatus,33,0.75,2019,2.5
1020,{'$oid': '642b15e88c5067f4a89a00d8'},Finland,FIN,IndicatorObservation,SENIOR,Senior Wellbeing,12,0.749,2018,0.749
1021,{'$oid': '642b15e88c5067f4a89a00d9'},Finland,FIN,IndicatorObservation,STKHLM,Stockholm Convention Compliance,1,1,2015,100
1022,{'$oid': '642b15e88c5067f4a89a00da'},Finland,FIN,IndicatorObservation,TAXEVA,Tax Evasion,34,0.903,2018/2019,189.115
1023,{'$oid': '642b15e88c5067f4a89a00db'},Finland,FIN,IndicatorObservation,TAXREV,Tax Revenue,21,0.415,2017,20.764
1024,{'$oid': '642b15e88c5067f4a89a00dc'},Finland,FIN,IndicatorObservation,TRNETW,National Transport Network Intensity,17,0.799,2007-17,0.799
1025,{'$oid': '642b15e88c5067f4a89a00dd'},Finland,FIN,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,1,1,2018,100
1026,{'$oid': '642b15e88c5067f4a89a00de'},Finland,FIN,IndicatorObservation,WATMAN,Water Management,34,0.56,2018,0.56
1027,{'$oid': '642b15e88c5067f4a89a00df'},France,FRA,IndexAggregate,MS,Market Structure Pillar,4,0.746,2018,
1028,{'$oid': '642b15e88c5067f4a89a00e0'},France,FRA,IndexAggregate,MS_FIN,MS: Financial Sector Category,22,0.72,2018,
1029,{'$oid': '642b15e88c5067f4a89a00e1'},France,FRA,IndexAggregate,MS_NEQ,MS: Inequality Category,14,0.609,2018,
1030,{'$oid': '642b15e88c5067f4a89a00e2'},France,FRA,IndexAggregate,MS_TAX,MS: Tax Category,5,0.688,2018,
1031,{'$oid': '642b15e88c5067f4a89a00e3'},France,FRA,IndexAggregate,MS_WEN,MS: Worker Engagement Category,1,0.934,2018,
1032,{'$oid': '642b15e88c5067f4a89a00e4'},France,FRA,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,4,0.781,2018,
1033,{'$oid': '642b15e88c5067f4a89a00e5'},France,FRA,IndexAggregate,PG,Public Goods Pillar,25,0.77,2018,
1034,{'$oid': '642b15e88c5067f4a89a00e6'},France,FRA,IndexAggregate,PG_EDU,PG: Education Category,28,0.844,2018,
1035,{'$oid': '642b15e88c5067f4a89a00e7'},France,FRA,IndexAggregate,PG_GLB,PG: Global Role Category,45,0.455,2018,
1036,{'$oid': '642b15e88c5067f4a89a00e8'},France,FRA,IndexAggregate,PG_HLC,PG: Healthcare Category,9,0.765,2018,
1037,{'$oid': '642b15e88c5067f4a89a00e9'},France,FRA,IndexAggregate,PG_INF,PG: Infrastructure Category,22,0.82,2018,
1038,{'$oid': '642b15e88c5067f4a89a00ea'},France,FRA,IndexAggregate,PG_RTS,PG: Rights Category,,0.895,2018,
1039,{'$oid': '642b15e88c5067f4a89a00eb'},France,FRA,IndexAggregate,PG_RTS,PG: Rights Catgory,10,,2018,
1040,{'$oid': '642b15e88c5067f4a89a00ec'},France,FRA,IndexAggregate,PG_SAF,PG: Public Safety Category,18,0.839,2018,
1041,{'$oid': '642b15e88c5067f4a89a00ed'},France,FRA,IndexAggregate,SSPI,SSPI,,5.222,2018,
1042,{'$oid': '642b15e88c5067f4a89a00ee'},France,FRA,IndexAggregate,SSPI,SSPI Overall,40,,2018,
1043,{'$oid': '642b15e88c5067f4a89a00ef'},France,FRA,IndexAggregate,SUS,Sustainability Pillar,20,0.593,2018,
1044,{'$oid': '642b15e88c5067f4a89a00f0'},France,FRA,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,19,0.754,2018,
1045,{'$oid': '642b15e88c5067f4a89a00f1'},France,FRA,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,10,0.747,2018,
1046,{'$oid': '642b15e88c5067f4a89a00f2'},France,FRA,IndexAggregate,SUS_LND,Sus: Land Category,4,0.657,2018,
1047,{'$oid': '642b15e88c5067f4a89a00f3'},France,FRA,IndexAggregate,SUS_NRG,Sus: Energy Category,23,0.556,2018,
1048,{'$oid': '642b15e88c5067f4a89a00f4'},France,FRA,IndexAggregate,SUS_WST,Sus: Waste Category,44,0.253,2018,
1049,{'$oid': '642b15e88c5067f4a89a00f5'},France,FRA,IndicatorObservation,AIRPOL,Air Pollution,29,0.709,2016,11.64
1050,{'$oid': '642b15e88c5067f4a89a00f6'},France,FRA,IndicatorObservation,ALTNRG,Alternative Energy Generation,26,0.187,2018,11.208
1051,{'$oid': '642b15e88c5067f4a89a00f7'},France,FRA,IndicatorObservation,AQELEC,Availability and Quality of Electricity,6,0.983,2018,0.983
1052,{'$oid': '642b15e88c5067f4a89a00f8'},France,FRA,IndicatorObservation,ARMEXP,Arms Exports,3,0,2018,1996
1053,{'$oid': '642b15e88c5067f4a89a00f9'},France,FRA,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,37,0.9,2017,98
1054,{'$oid': '642b15e88c5067f4a89a00fa'},France,FRA,IndicatorObservation,BEEFMK,Beef Market,38,0.702,2018,0.702
1055,{'$oid': '642b15e88c5067f4a89a00fb'},France,FRA,IndicatorObservation,BIODIV,Biodiversity Protection,16,0.768,2018,76.756
1056,{'$oid': '642b15e88c5067f4a89a00fc'},France,FRA,IndicatorObservation,CARBON,Carbon Capture,19,0.466,2018,20.631
1057,{'$oid': '642b15e88c5067f4a89a00fd'},France,FRA,IndicatorObservation,CHILDW,Child Worker Engagement,4,0.929,2018,0.929
1058,{'$oid': '642b15e88c5067f4a89a00fe'},France,FRA,IndicatorObservation,COALPW,Energy from Coal Sources,37,0.9273284277,2018,3.633578614
1059,{'$oid': '642b15e88c5067f4a89a00ff'},France,FRA,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,1,0.99,2014,0.99
1060,{'$oid': '642b15e88c5067f4a89a0100'},France,FRA,IndicatorObservation,CRPTAX,Corporate Tax Rate,2,0.833,2018,33.33
1061,{'$oid': '642b15e88c5067f4a89a0101'},France,FRA,IndicatorObservation,CSTUNT,Child Stunting,36,0.976,2018,1.22
1062,{'$oid': '642b15e88c5067f4a89a0102'},France,FRA,IndicatorObservation,CYBSEC,Global Cybersecurity Index,3,0.92,2018,0.92
1063,{'$oid': '642b15e88c5067f4a89a0103'},France,FRA,IndicatorObservation,DEFRST,Deforestation,10,0.511,2018,0.106
1064,{'$oid': '642b15e88c5067f4a89a0104'},France,FRA,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,19,0.84,2017,96
1065,{'$oid': '642b15e88c5067f4a89a0105'},France,FRA,IndicatorObservation,DRKWAT,Safe Drinking Water,29,0.987,2015,98.65
1066,{'$oid': '642b15e88c5067f4a89a0106'},France,FRA,IndicatorObservation,EDEMOC,Electoral Democracy Index,10,0.88,2018,0.88
1067,{'$oid': '642b15e88c5067f4a89a0107'},France,FRA,IndicatorObservation,ENRPRI,Primary School Net Enrollment,12,0.928,2016,98.56
1068,{'$oid': '642b15e88c5067f4a89a0108'},France,FRA,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,30,0.933,2016,98
1069,{'$oid': '642b15e88c5067f4a89a0109'},France,FRA,IndicatorObservation,EWASTE,E-Waste Generation,7,0.173,2018,33.08508359
1070,{'$oid': '642b15e88c5067f4a89a010a'},France,FRA,IndicatorObservation,FAMPLN,Unment Need for Family Planning,46,0.645,2018,7.1
1071,{'$oid': '642b15e88c5067f4a89a010b'},France,FRA,IndicatorObservation,FATINJ,Fatal Workplace Injuries,25,0.896,2015,2.6
1072,{'$oid': '642b15e88c5067f4a89a010c'},France,FRA,IndicatorObservation,FDEPTH,Financial Depth,18,0.479,2018,0.479
1073,{'$oid': '642b15e88c5067f4a89a010d'},France,FRA,IndicatorObservation,FORAID,Foreign Aid,16,0.389,2018,0.389
1074,{'$oid': '642b15e88c5067f4a89a010e'},France,FRA,IndicatorObservation,FSTABL,Financial Stability,20,0.74,2018,2.6
1075,{'$oid': '642b15e88c5067f4a89a010f'},France,FRA,IndicatorObservation,GENDEQ,Gender Equality Index,5,0.948,2018,3.7938
1076,{'$oid': '642b15e88c5067f4a89a0110'},France,FRA,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,34,0.768,2017,31.6
1077,{'$oid': '642b15e88c5067f4a89a0111'},France,FRA,IndicatorObservation,GTRANS,Green Transport Index,19,0.612,2016,0.612
1078,{'$oid': '642b15e88c5067f4a89a0112'},France,FRA,IndicatorObservation,INCARC,Incarceration Rates,28,0.852,2018,114
1079,{'$oid': '642b15e88c5067f4a89a0113'},France,FRA,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
1080,{'$oid': '642b15e88c5067f4a89a0114'},France,FRA,IndicatorObservation,INTRNT,Internet Access and Quality,17,0.536,2016/2020,0.53615
1081,{'$oid': '642b15e88c5067f4a89a0115'},France,FRA,IndicatorObservation,ISHRAT,Income Share Ratio,11,0.449,2018,0.671
1082,{'$oid': '642b15e88c5067f4a89a0116'},France,FRA,IndicatorObservation,IUCNRL,IUCN Red List Index,26,0.74,2018,0.87
1083,{'$oid': '642b15e88c5067f4a89a0117'},France,FRA,IndicatorObservation,LFPART,Labor Force Participation,13,0.877,2017,87.74
1084,{'$oid': '642b15e88c5067f4a89a0118'},France,FRA,IndicatorObservation,MATERN,Paid Maternity Leave,27,0.346,2018,18
1085,{'$oid': '642b15e88c5067f4a89a0119'},France,FRA,IndicatorObservation,MILEXP,Military Expenditure,13,0.77,2018,2.3
1086,{'$oid': '642b15e88c5067f4a89a011a'},France,FRA,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,17,0.269,2018,548
1087,{'$oid': '642b15e88c5067f4a89a011b'},France,FRA,IndicatorObservation,MURDER,Intentional Homicide Rate,22,0.933,2016,1.35
1088,{'$oid': '642b15e88c5067f4a89a011c'},France,FRA,IndicatorObservation,NITROG,Sustainable Nitrogen Management,5,0.678,2018,67.77
1089,{'$oid': '642b15e88c5067f4a89a011d'},France,FRA,IndicatorObservation,NRGINT,Energy Intensity,27,0.773,2018,3.4
1090,{'$oid': '642b15e88c5067f4a89a011e'},France,FRA,IndicatorObservation,PHYSPC,"Physicians per 10,000",24,0.463,2010-2017,32.4
1091,{'$oid': '642b15e88c5067f4a89a011f'},France,FRA,IndicatorObservation,PUBACC,Public Access to Financial Sector,21,0.94,2017,94
1092,{'$oid': '642b15e88c5067f4a89a0120'},France,FRA,IndicatorObservation,PUBSRV,Quality of Public Services & Government,17,0.782,2018,1.41
1093,{'$oid': '642b15e88c5067f4a89a0121'},France,FRA,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,10,0.671,2018,19.2
1094,{'$oid': '642b15e88c5067f4a89a0122'},France,FRA,IndicatorObservation,RDFUND,Research and Development,16,0.661,2018,0.661
1095,{'$oid': '642b15e88c5067f4a89a0123'},France,FRA,IndicatorObservation,RECYCL,Recycling Rate,29,0.318,2018,22.26
1096,{'$oid': '642b15e88c5067f4a89a0124'},France,FRA,IndicatorObservation,RULELW,Rule of Law Index,19,0.964,2018,0.964
1097,{'$oid': '642b15e88c5067f4a89a0125'},France,FRA,IndicatorObservation,SANSRV,Basic Sanitation Services,35,0.933,2015,93.31
1098,{'$oid': '642b15e88c5067f4a89a0126'},France,FRA,IndicatorObservation,SECAPP,Security Apparatus,18,0.65,2019,3.5
1099,{'$oid': '642b15e88c5067f4a89a0127'},France,FRA,IndicatorObservation,SENIOR,Senior Wellbeing,1,0.882,2018,0.882
1100,{'$oid': '642b15e88c5067f4a89a0128'},France,FRA,IndicatorObservation,STKHLM,Stockholm Convention Compliance,1,1,2015,100
1101,{'$oid': '642b15e88c5067f4a89a0129'},France,FRA,IndicatorObservation,TAXEVA,Tax Evasion,13,0.756,2018/2019,464.59
1102,{'$oid': '642b15e88c5067f4a89a012a'},France,FRA,IndicatorObservation,TAXREV,Tax Revenue,11,0.476,2017,23.8061
1103,{'$oid': '642b15e88c5067f4a89a012b'},France,FRA,IndicatorObservation,TRNETW,National Transport Network Intensity,28,0.662,2007-17,0.662
1104,{'$oid': '642b15e88c5067f4a89a012c'},France,FRA,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,1,1,2018,100
1105,{'$oid': '642b15e88c5067f4a89a012d'},France,FRA,IndicatorObservation,WATMAN,Water Management,29,0.63,2018,0.63
1106,{'$oid': '642b15e88c5067f4a89a012e'},Germany,DEU,IndexAggregate,MS,Market Structure Pillar,13,0.654,2018,
1107,{'$oid': '642b15e88c5067f4a89a012f'},Germany,DEU,IndexAggregate,MS_FIN,MS: Financial Sector Category,15,0.761,2018,
1108,{'$oid': '642b15e88c5067f4a89a0130'},Germany,DEU,IndexAggregate,MS_NEQ,MS: Inequality Category,22,0.524,2018,
1109,{'$oid': '642b15e88c5067f4a89a0131'},Germany,DEU,IndexAggregate,MS_TAX,MS: Tax Category,44,0.417,2018,
1110,{'$oid': '642b15e88c5067f4a89a0132'},Germany,DEU,IndexAggregate,MS_WEN,MS: Worker Engagement Category,15,0.717,2018,
1111,{'$oid': '642b15e88c5067f4a89a0133'},Germany,DEU,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,2,0.854,2018,
1112,{'$oid': '642b15e88c5067f4a89a0134'},Germany,DEU,IndexAggregate,PG,Public Goods Pillar,10,0.824,2018,
1113,{'$oid': '642b15e88c5067f4a89a0135'},Germany,DEU,IndexAggregate,PG_EDU,PG: Education Category,16,0.893,2018,
1114,{'$oid': '642b15e88c5067f4a89a0136'},Germany,DEU,IndexAggregate,PG_GLB,PG: Global Role Category,20,0.643,2018,
1115,{'$oid': '642b15e88c5067f4a89a0137'},Germany,DEU,IndexAggregate,PG_HLC,PG: Healthcare Category,2,0.8,2018,
1116,{'$oid': '642b15e88c5067f4a89a0138'},Germany,DEU,IndexAggregate,PG_INF,PG: Infrastructure Category,19,0.832,2018,
1117,{'$oid': '642b15e88c5067f4a89a0139'},Germany,DEU,IndexAggregate,PG_RTS,PG: Rights Category,,0.905,2018,
1118,{'$oid': '642b15e88c5067f4a89a013a'},Germany,DEU,IndexAggregate,PG_RTS,PG: Rights Catgory,5,,2018,
1119,{'$oid': '642b15e88c5067f4a89a013b'},Germany,DEU,IndexAggregate,PG_SAF,PG: Public Safety Category,11,0.872,2018,
1120,{'$oid': '642b15e88c5067f4a89a013c'},Germany,DEU,IndexAggregate,SSPI,SSPI,,4.82,2018,
1121,{'$oid': '642b15e88c5067f4a89a013d'},Germany,DEU,IndexAggregate,SSPI,SSPI Overall,41,,2018,
1122,{'$oid': '642b15e88c5067f4a89a013e'},Germany,DEU,IndexAggregate,SUS,Sustainability Pillar,9,0.621,2018,
1123,{'$oid': '642b15e88c5067f4a89a013f'},Germany,DEU,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,10,0.871,2018,
1124,{'$oid': '642b15e88c5067f4a89a0140'},Germany,DEU,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,30,0.648,2018,
1125,{'$oid': '642b15e88c5067f4a89a0141'},Germany,DEU,IndexAggregate,SUS_LND,Sus: Land Category,9,0.635,2018,
1126,{'$oid': '642b15e88c5067f4a89a0142'},Germany,DEU,IndexAggregate,SUS_NRG,Sus: Energy Category,20,0.574,2018,
1127,{'$oid': '642b15e88c5067f4a89a0143'},Germany,DEU,IndexAggregate,SUS_WST,Sus: Waste Category,31,0.377,2018,
1128,{'$oid': '642b15e88c5067f4a89a0144'},Germany,DEU,IndicatorObservation,AIRPOL,Air Pollution,28,0.707,2016,11.71
1129,{'$oid': '642b15e88c5067f4a89a0145'},Germany,DEU,IndicatorObservation,ALTNRG,Alternative Energy Generation,24,0.205,2018,12.284
1130,{'$oid': '642b15e88c5067f4a89a0146'},Germany,DEU,IndicatorObservation,AQELEC,Availability and Quality of Electricity,26,0.941,2018,0.9411
1131,{'$oid': '642b15e88c5067f4a89a0147'},Germany,DEU,IndicatorObservation,ARMEXP,Arms Exports,5,0.285,2018,1073
1132,{'$oid': '642b15e88c5067f4a89a0148'},Germany,DEU,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,34,0.935,2017,98.7
1133,{'$oid': '642b15e88c5067f4a89a0149'},Germany,DEU,IndicatorObservation,BEEFMK,Beef Market,21,0.797,2018,0.797
1134,{'$oid': '642b15e88c5067f4a89a014a'},Germany,DEU,IndicatorObservation,BIODIV,Biodiversity Protection,15,0.782,2018,78.197
1135,{'$oid': '642b15e88c5067f4a89a014b'},Germany,DEU,IndicatorObservation,CARBON,Carbon Capture,16,0.56,2018,25.811
1136,{'$oid': '642b15e88c5067f4a89a014c'},Germany,DEU,IndicatorObservation,CHILDW,Child Worker Engagement,1,1,2018,1
1137,{'$oid': '642b15e88c5067f4a89a014d'},Germany,DEU,IndicatorObservation,COALPW,Energy from Coal Sources,12,0.5473221321,2018,22.6338934
1138,{'$oid': '642b15e88c5067f4a89a014e'},Germany,DEU,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,15,0.56,2016,0.56
1139,{'$oid': '642b15e88c5067f4a89a014f'},Germany,DEU,IndicatorObservation,CRPTAX,Corporate Tax Rate,42,0.375,2018,15
1140,{'$oid': '642b15e88c5067f4a89a0150'},Germany,DEU,IndicatorObservation,CSTUNT,Child Stunting,49,0.981,2018,0.96
1141,{'$oid': '642b15e88c5067f4a89a0151'},Germany,DEU,IndicatorObservation,CYBSEC,Global Cybersecurity Index,17,0.85,2018,0.85
1142,{'$oid': '642b15e88c5067f4a89a0152'},Germany,DEU,IndicatorObservation,DEFRST,Deforestation,21,0.345,2018,0.007
1143,{'$oid': '642b15e88c5067f4a89a0153'},Germany,DEU,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,19,0.84,2017,96
1144,{'$oid': '642b15e88c5067f4a89a0154'},Germany,DEU,IndicatorObservation,DRKWAT,Safe Drinking Water,22,0.992,2015,99.22
1145,{'$oid': '642b15e88c5067f4a89a0155'},Germany,DEU,IndicatorObservation,EDEMOC,Electoral Democracy Index,13,0.878,2018,0.878
1146,{'$oid': '642b15e88c5067f4a89a0156'},Germany,DEU,IndicatorObservation,ENRPRI,Primary School Net Enrollment,10,0.942,2016,98.83
1147,{'$oid': '642b15e88c5067f4a89a0157'},Germany,DEU,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,27,0.942,2016,98.26
1148,{'$oid': '642b15e88c5067f4a89a0158'},Germany,DEU,IndicatorObservation,EWASTE,E-Waste Generation,10,0.259,2018,29.65237548
1149,{'$oid': '642b15e88c5067f4a89a0159'},Germany,DEU,IndicatorObservation,FAMPLN,Unment Need for Family Planning,46,0.645,2018,7.1
1150,{'$oid': '642b15e88c5067f4a89a015a'},Germany,DEU,IndicatorObservation,FATINJ,Fatal Workplace Injuries,44,0.96,2015,1
